Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Comments,id,album,compilation,single
1.0,1.2167e-05,0.0,-29.372,0.0364,0.921167317,0.915,-0.0008160780583617439,0.226,132.813,96625.0,86950.0,955.0,5016602.0,7.0,14,0,0,1
2.0,0.0033749999999999,5.8371272175547215,-22.415,0.0355,0.9440761409999999,0.94,0.0018608669999999,0.20193728068852368,134.311,89601.0,86950.0,955.0,8273038.0,7.0,15,1,0,0
0.0,0.0038698929999999997,4.0,-16.714000000000002,0.0331,0.941192,0.0103,0.000586376253,0.319,77.483,175644.0,2273744.0,196800.67242125404,26635618.0,1275.0,16,1,0,0
1.0,0.000340068392,6.0,-16.827,0.03386532980338159,0.9732422709999999,0.10300000000000001,0.0012950289999999998,0.23199999999999998,105.20200000000001,187373.0,9236037.0,62809.0,29325998.0,2114.0,17,1,0,0
0.0,0.036926037,3.0,-13.012,0.05939113645301869,0.33947398423588276,0.594,0.020570823999999998,0.272,144.553,272467.0,-21308115.975072473,240853.0,23145970.0,1141.0,18,0,0,1
5.0,0.031255875,6.0,-13.780999999999999,0.0388,0.6162950509999999,0.000261,0.0018608669999999,0.578,125.23100000000001,194000.0,1870898.0,35807.0,28831635.314337462,576.0,19,1,0,0
0.0,0.036264691,8.0,-12.953,0.0648,0.8439086249999999,0.0263,0.0462682789999999,0.5760000000000001,170.72099999999998,162286.0,19436.0,1119.0,9516698.0,55.0,20,0,0,1
1.0,0.0133120529999999,6.0,-14.936,0.0334,0.7660608750000001,0.807,0.0018608669999999,0.08199999999999999,117.069,217606.0,706018.0,7201.0,19457528.0,167.0,21,1,0,0
9.0,0.258474853,1.0,-6.780049161700308,0.10099999999999999,1.3738809599999996e-07,2.5e-06,0.000881974079,0.569,119.988,272080.0,409897329.0,1749518.0,450534734.0,34870.0,22,1,0,0
5.0,0.437245479,6.0,-4.315,0.306,2.8632880000000007e-06,0.0,0.019960105612491848,0.518,85.99600000000001,324307.0,295026831.0,2212839.0,227592322.0,32923.0,23,1,0,0
8.0,0.5294751289999999,4.0,-6.7589999999999995,0.251,0.0869383069999999,0.00175,0.000230346397,0.737,83.01100000000001,231240.0,60823771.0,403945.0,220334731.0,12928.0,24,1,0,0
9.0,0.241804367,5.698547330129837,-6.711,0.303,6.44972544e-07,4.19e-06,0.031185747218729166,0.715,99.49799999999999,238479.57500768275,31503357.0,293459.0,42277154.61162092,8605.0,25,1,0,0
2.0,0.7863304670000001,10.0,-3.99,0.304,0.06562886025691347,1.2e-05,0.0013310000000000002,0.72,79.675,237233.0,2434744.0,63107.0,16694375.0,1919.0,26,1,0,0
3.0,0.3218982085539663,10.0,-7.268532149179307,0.33899999999999997,5.759303679999998e-07,5.870000000000001e-05,0.458314011,0.78,136.734,158467.0,12105762.0,145123.0,53722491.0,5263.0,27,1,0,0
5.0,0.2765458670804294,5.371437841768444,-6.230749655556391,0.37,0.035405729439863934,0.00010800000000000001,0.0076453730000000004,0.442,138.335,222395.89084430764,73500123.0,547052.0,41668859.0,20151.0,28,1,0,0
2.0,0.1140841249999999,5.0,-13.130999999999998,0.439,0.4967930880000001,0.00198,0.0010612079999999,0.698,174.83599999999998,202451.0,518998.0,19870.0,3718088.0,610.0,29,1,0,0
5.0,0.2236485429999999,4.0,-6.705172900423535,0.21899999999999997,0.060840999940973244,0.015496762557840174,0.00035489491199999995,0.526,86.055,252360.0,295026831.0,1657818.5219335365,27414643.0,32923.0,30,0,0,1
6.0,0.4986772570000001,6.0,-4.699,0.32299999999999995,0.04030438095067182,0.0,0.0002371766589999,0.56,89.76700000000001,238600.0,27097198.0,189648.0,70239139.09283386,6751.0,31,1,0,0
8.0,0.133432831,10.0,-8.914,0.0319,0.04668575643285876,0.0,0.0003034644479999,0.7709999999999999,94.736,227653.0,18701629.0,68864.70113398426,402838433.0,5736.828179435921,32,1,0,0
3.0,0.020123648,2.0,-9.139085654300287,0.0501,0.669921875,-0.010432654133017492,0.0021969999999999997,0.354,205.84599999999998,188238.0,141745121.14380267,2539804.0,947117209.0,37310.19355550909,33,0,0,1
1.0,0.120553784,7.0,-10.407,0.0312,0.1388284793671114,0.0944,0.2348851129999999,0.373,79.255,229827.0,9091676.0,116240.0,109527635.0,5253.0,34,1,0,0
8.0,0.322828856,10.0,-10.456,0.0472,0.05502668066554733,0.000982,0.04326033082353836,0.828,117.743,235693.0,79796.0,1240.0,82300943.0,16.0,35,1,0,0
6.0,0.0523136239999999,8.0,-6.665,0.0399,0.246491883,0.0,0.0013310000000000002,0.5813922255557845,109.75839329106334,143531.0,2876944.0,71815.53278533532,39109023.0,2971.0,36,1,0,0
5.0,0.4855876560000001,9.0,-10.915,0.0341,0.005929741,5.3e-06,0.0011248639999999,0.812,159.996,202000.0,350629.0,9782.0,22699812.0,674.0,37,1,0,0
3.0,0.3313738879999999,4.0,-7.881,0.0379,0.00048189030400000004,0.0,3.861447199999999e-05,0.708,160.697,226267.0,613769.0,6355.0,49600732.0,139.0,38,1,0,0
4.0,0.065939264,4.0,-12.366,0.0256,0.2032974719999999,0.00143,0.0011248639999999,0.867,94.285,153413.0,48326983.96605756,64225.0605388236,12787820.0,64.0,39,1,0,0
6.0,0.037595375,7.0,-13.534,0.034,0.0251537569999999,0.00845,0.0006630548479999,0.8240000000000001,122.23899999999999,222533.0,7508.0,141.0,24754190.0,1.0,40,1,0,0
6.0,0.0006405039279999,9.0,-17.695999999999998,0.05277120489009956,0.5393531439999998,0.000259,0.006967871,0.3281845233752557,90.666,223955.94528166438,647837.0,11454.0,20386329.0,109.0,41,1,0,0
6.0,0.4026046902913834,5.440193344080546,-5.903171313294165,0.0754625238783164,0.0054517759999999,0.0006219999999999999,0.001520875,0.68,123.57,182924.68685928313,26276321.0,239386.0,449706835.0,972.9137978067556,42,1,0,0
5.0,0.08931462300000001,0.0,-13.148,0.0303,0.1092153519999999,0.00105,0.000985074875,0.523,121.98899999999999,268867.0,418605.0,1367.0,145647003.0,95.0,43,1,0,0
6.0,0.5863762529999998,4.945589390172535,-6.968,0.0282,0.04233433481672452,1.15e-05,0.075151448,0.919,129.881,161440.0,2909425.0,17713.0,247489800.0,698.0,44,1,0,0
5.0,0.413493625,5.543616230473796,-4.809129793878268,0.0291,0.0035815770000000003,4.33e-06,0.7635519440000001,0.5820000000000001,130.32137815060943,242413.0,48359522.0,218216.0,124080342.10644129,4641.0,45,1,0,0
3.0,0.7685752960000001,2.0,-4.316,0.09949882128232145,0.006644672,9.9e-06,0.004173281,0.5894443835878235,136.993,221720.0,22304997.0,119571.0,103591709.8663963,3497.0,46,1,0,0
2.0,0.273359449,9.0,-5.534,0.0925659566807057,0.002146689,0.013807761247584711,0.019902511,0.408,83.405,268600.0,268948.0,4324.0,66214013.0,339.0,47,1,0,0
4.0,0.3518958159999999,7.0,-11.262,0.0283,6.331624999999999e-06,0.0,0.08288185599999999,0.67683055991912,137.145,290064.0,746247.0,12264.0,34702661.0,744.0,48,1,0,0
4.0,0.08561617557045009,0.0,-8.232999999999999,0.0291,0.017984728000000002,0.08842033517154035,0.8930563469999999,0.2994245264974052,121.961,293227.0,49623825.0,134217.0,130092726.0,4859.0,49,1,0,0
7.0,0.5863762529999998,9.0,-5.325,0.032,0.016974593,1.31e-05,0.033386248,0.5589999999999999,120.04,295013.0,11323375.0,58787.0,42896611.0,1864.0,50,1,0,0
3.0,0.034328125,0.0,-11.515,0.0275,0.0466559999999999,0.0,0.001442897,0.151,81.638,173373.0,190480.0,-171091.38158661057,32957886.0,336.0,51,1,0,0
4.0,0.5990771069999999,9.0,-4.436055528803433,0.0557,2.9791e-08,0.0337,0.088121125,0.503,172.676,194867.0,29241488.0,497777.0,411824343.0,14826.0,52,1,0,0
7.0,0.3594254309999999,2.0,-5.502999999999999,0.0352,2.4388999999999998e-08,0.000275,0.0008519713919999,0.4244501545258885,112.305,225760.0,618870.0,5975.0,217864540.0,176.0,53,1,0,0
2.0,0.5294751289999999,5.255896689509321,-5.754,0.0539,2.4642171e-05,0.000234,0.0007510894289999,0.5589999999999999,119.65100000000001,184360.0,4892898.0,44216.0,144532527.0,1547.0,54,1,0,0
4.0,0.8492781229999998,10.0,-3.225,0.17710121914977728,3.3076161000000006e-08,3.78e-05,0.0007217342729999999,0.48700000000000004,102.238,132853.0,2803490.0,29580.0,68990772.0,-473.09038437139316,55,1,0,0
3.0,0.563559976,1.0,-5.603,0.0816,-0.0021731572147455636,0.00128,0.000129554216,0.573,121.13818572851392,270680.0,47965180.0,167010.0,83256610.0,7952.0,56,1,0,0
5.0,0.42695777700000004,5.940251634938797,-5.002,0.11900000000000001,-0.008871266912926432,0.0,0.0003579109999999,0.424,120.057,205650.33705184114,33558936.52398573,127986.50271996844,61921081.0,71.0,57,0,0,1
5.0,0.5885883779831095,0.0,-5.122000000000001,0.0434,8.288185599999999e-05,6.31e-06,0.0001183707709999,0.828,148.018,235467.0,4271710.0,36679.0,49106055.0,667.0,58,1,0,0
8.0,0.13229589788238297,5.127411797904906,-10.595,0.0426,0.11982315699999999,0.147,0.001092727,0.263,128.026,257260.2498164416,240714.0,2883.0,53498466.0,-122.26617528865609,59,1,0,0
6.0,0.48403273392732776,5.325843506230976,-5.737,0.08024708930038849,8.412323840000001e-07,0.000177,0.0006382773809999,0.433,111.0,261840.0,3929494.0,-119566.79652346438,51852656.437564686,168.0,60,1,0,0
5.0,0.46433040129525915,5.0,-4.496,0.14842771664699728,0.002628072,0.00643,0.0001609891839999,0.5414785544520925,77.67699999999999,201360.0,4625811.0,-105082.62007839221,35744541.0,556.0,61,1,0,0
1.0,0.0011248639999999,6.0,-17.30136928513989,0.0445,0.921167317,0.3478062107281633,0.0016851589999999,0.162,120.484,233362.75791737012,15711126.0,244788.0,193705968.0,6834.0,62,1,0,0
0.0,0.030959143999999997,5.0,-18.197,0.0407,0.8358968879999998,0.6759999999999999,0.000709732288,0.2,75.056,247808.0,17645535.0,224423.0,141143374.0,9919.336176355577,63,0,1,0
2.0,0.004096,4.0,-21.04,0.041027958210653595,0.9585852559999999,0.0176,0.001442897,0.395,169.898,239508.0,8471245.0,78690.0,79455335.0,-3321.2867294105527,64,1,0,0
2.0,-0.011208207964642669,4.934595755906768,-20.695999999999998,0.0317,0.941192,0.263,0.002000376,0.29600000000000004,90.928,307698.0,18188095.0,161891.0,111668452.0,-1334.8562007625296,65,1,0,0
1.0,-0.04801919655845632,4.0,-19.991,0.0304,0.8682506639999998,0.847,0.0009556716250000001,0.252,140.096,135444.0,1221363.0,17659.0,53987535.0,26.0,66,0,1,0
2.0,0.0031121359999999,3.0,-19.585,0.0389,0.961504803,0.0688,0.0012250429999999,0.1219089458895688,116.48063818299224,284131.0,7317644.0,49505.0,115351781.0,1021.0,67,1,0,0
2.0,0.004330747,0.0,-18.131,0.0489,0.7940227759999999,0.7509999999999999,0.001520875,0.35600000000000004,142.119,168040.0,1238928.0,11495.0,93762318.0,318.0,68,1,0,0
3.0,0.099897344,7.0,-9.657,0.0304,0.2002016249999999,0.0,0.031649414770124756,0.446,124.97,364613.0,-2536988.916345313,1315.0,66599419.0,69.0,69,1,0,0
3.0,-0.23913796879087618,4.0,-18.645,0.0339,0.979146657,0.9079999999999999,0.0007193231359999999,0.369,109.12870155216956,133267.0,1097364.0,23871.0,31119978.0,514.0,70,1,0,0
0.0,0.092345408,10.0,-10.422,0.0307,0.09796975070322735,0.00228,0.3270827689999999,0.18899999999999997,113.066,285271.63255178044,240025467.0,1279053.0,374908872.0,59796.0,71,1,0,0
9.0,0.019902511,7.0,-12.238,0.091,2.460375e-06,0.0013800000000000002,9.7972181e-05,0.742,111.485,226240.0,63789393.0,519736.0,320875067.0,7775.245311078685,72,1,0,0
7.0,0.9673616690000001,9.0,-4.613,0.13334270737310144,1.0612080000000003e-06,4.45e-05,0.0869383069999999,0.84,126.47,352906.0,82384309.0,678837.0,194870867.0,20995.0,73,1,0,0
7.0,0.300763,2.0,-12.759,0.0438,0.0092609999999999,0.000426,0.003731376667476454,0.91,120.75,215173.0,57418794.0,348189.0,173523531.0,17658.0,74,1,0,0
0.0,0.8043570000000001,10.0,-4.244801541052201,0.125,7.077887999999997e-06,0.0022,0.0011910159999999,0.376,195.815,280000.0,25115573.0,196994.0,89798826.0,7476.0,75,1,0,0
2.0,0.3328125569999999,6.0,-6.506548539413453,0.0427,6.028568e-06,5.63e-06,0.0280944639999999,0.5055400784640007,120.35209158751657,265320.0,6052700.0,72433.0,7981736.0,2893.0,76,1,0,0
7.0,0.26229879789424165,2.0,-10.457,0.0321,0.0006405039279999,0.000388,0.008242408,0.639,135.406,178987.0,6214045.0,52412.0,66628334.0,2775.0,77,1,0,0
8.0,0.129554216,1.0,-8.825,0.0453,6.3521199e-05,0.0847,0.000302111711,0.727,114.83200000000001,347667.0,41102008.48297617,183216.0,64530419.0,8958.0,78,1,0,0
7.0,0.7610484970000001,6.0,-2.926,0.113,4.8228543999999995e-08,6.92e-05,0.0071890569999999996,0.6579999999999999,128.04,186210.0,52877.0,893.0,443481299.0,55.0,79,0,0,1
7.0,0.46909743299999995,5.0,-6.932,0.06841656035407181,0.022188041000000002,0.79,0.002406104,0.46808101824210796,124.431,208600.0,76279956.0,561800.0,219078589.0,13551.0,80,1,0,0
6.0,0.371694959,6.0,-12.734000000000002,0.048,0.1038229999999999,0.00121,0.08518400000000001,0.972,120.35209158751657,220733.0,418957377.0,3435429.0,262132318.0,126425.0,81,1,0,0
7.0,0.6162950509999999,7.0,-7.0329999999999995,0.0362,0.0021969999999999997,0.0009119999999999999,0.0869383069999999,0.6456866159388527,115.118,261267.0,180559851.0,825523.9250690908,110735153.0,25405.23134225494,82,1,0,0
5.0,0.653972032,0.0,-6.4270000000000005,0.106,0.0006814719999999,0.124,0.002146689,0.804,127.57608858739336,242240.0,2659270.004137233,73583.0,130718006.0,1915.0,83,1,0,0
5.0,0.7121219570000001,5.150842143229245,-6.5089999999999995,0.036000000000000004,0.0241375689999999,0.008159999999999999,0.010941048,0.966,126.14299999999999,351573.0,52877.0,893.0,81018008.0,55.0,84,1,0,0
7.0,0.43897600000000003,2.0,-6.0089999999999995,0.105,4.0001688e-05,0.026435008602254683,0.0297909999999999,0.902,128.976,276080.0,283117873.0,1373934.0,76312247.0,44809.0,85,1,0,0
8.0,0.4941987843682333,0.0,-5.961,0.0367,0.010648000000000001,0.0,0.0233936559999999,0.93,112.51700000000001,242187.0,14631119.0,112003.0,118247658.0,3834.0,86,1,0,0
8.0,0.6630548479999999,10.0,-4.729,0.0792,1.9612294100000004e-07,0.545,-0.016804105166529013,0.9690000000000001,123.99600000000001,229682.9313725025,76279956.0,561800.0,13070905.0,13551.0,87,0,0,1
8.0,0.3752863976616849,1.0,-5.843,0.0293,0.0233936559999999,0.014515829834950332,0.0278181269999999,0.4746412332613337,131.659,225627.0,68250778.0,360042.0,121488275.42394498,7502.0,88,1,0,0
5.0,0.0432435509999999,4.540962507612246,-16.842,0.0463,0.1105919999999999,0.0176,0.001520875,0.45,101.384,182653.0,47676885.0,335189.0,193343622.0,16382.0,89,1,0,0
1.0,0.5373677969999998,0.0,-9.02,0.0737,0.10620878222932834,0.109,0.6653386170000001,0.344,106.859,134267.0,8726124.0,58294.0,9999321.0,1658.0,90,0,1,0
0.0,0.047045881,9.0,-14.398,0.0499,0.241804367,0.00119,0.0036522639999999,0.612,187.71099999999998,152867.0,1240905.0,9102.0,142956049.0,224.0,91,1,0,0
2.0,0.017779581000000003,2.0,-13.868,0.0272,0.430368875,0.00105,0.0029859839999999,0.201,73.36,212667.0,71548632.88037527,442638.0,82658228.0,21293.0,92,1,0,0
6.0,0.121287375,10.0,-13.877,0.0422,0.1038229999999999,6.979999999999999e-05,0.0038698929999999997,0.528,101.999,247000.0,5249473.0,34372.78593267582,36940149.0,168.0,93,1,0,0
4.0,6.4e-05,4.0,-19.994,0.0405,0.7991787520000001,0.0017800000000000001,0.0013310000000000002,0.418,117.13600000000001,138600.0,20875687.0,105516.0,69266717.13096537,3437.0,94,1,0,0
1.0,0.633839779,4.0,-4.8205739007644866,0.085,0.000302111711,0.00201,0.8792179119999999,0.36,112.228,156173.0,12672554.0,59786.0,1948126.0,-5230.483845032511,95,0,0,1
6.0,0.093576664,2.0,-12.44,0.0332,0.5043583360000001,0.11793844167052644,0.0029242069999999,0.54,120.3227884393812,287627.0,23357100.0,104494.08068943454,61905067.0,5775.0,96,1,0,0
4.0,0.143055667,1.0,-14.647,0.0311,0.145531576,0.0564,0.0212462650533361,0.723,148.03,266960.72059666895,-15766829.18013069,22232.0,19385881.0,1012.0,97,1,0,0
2.0,0.1981552869999999,4.55948922557064,-10.964,0.0376,0.006331625,0.0,0.066923416,0.9079999999999999,150.566,183307.0,91274010.0,423722.0,762844275.0,11553.0,98,1,0,0
4.0,0.14387782400000002,8.0,-10.265999999999998,0.0309,0.0494308629999999,0.0025399999999999997,0.001520875,0.797,86.204,205613.0,4302880.0,38657.0,259257572.0,1371.0,99,1,0,0
3.0,0.006644672,9.0,-18.758,0.0959,0.5948233209999999,0.30503833820694437,0.011852352,0.33399999999999996,77.464,155453.0,4374454.0,54558.0,130259092.0,202.0,100,1,0,0
5.0,0.158340421,0.0,-7.851,0.09814756720978315,0.284890312,-0.018821793441781108,0.0007991787519999,0.693,93.744,197160.0,23502353.0,131987.0,80883600.0,4653.0,101,1,0,0
4.0,0.0224257679999999,5.779445569816911,-12.207,0.0339,0.125751501,8.3e-06,0.0035118079999999,0.563,67.40899999999999,274040.0,4925805.0,69344.0,170421395.0,297.0,102,1,0,0
0.0,0.1085313329999999,4.0,-10.265999999999998,0.09294840702683849,0.021024576,0.0139,0.002515456,0.182,143.532,260387.0,11013537.0,124183.99542379833,106432184.0,10721.248775647808,103,1,0,0
2.0,0.4003155529999999,0.0,-7.36,0.14614543810012548,0.0251537569999999,0.017232330348483725,0.028652616000000002,0.48417416693707593,176.717,226760.0,20628228.182146408,6132.0,123144923.96439976,298.0,104,1,0,0
3.0,0.3639943439999999,7.0,-7.138999999999999,0.0445,0.0052680239999999,0.0,0.007455675550254844,0.955,123.64590025127754,257387.01883095893,5316213.0,25987.0,-12432584.39776975,1292.0,105,0,1,0
4.0,0.14320443110515801,5.585173621959288,-11.165,0.0285,0.0428749999999999,3.52e-05,0.09674773851668433,0.597,75.798,272160.0,7383344.0,64580.0,84802486.0,607.0,106,1,0,0
1.0,0.0432435509999999,7.0,-8.296,0.0286,0.055742968,0.00108,0.0005158496079999,0.235,140.804,249627.0,4731304.0,33336.0,18378407.469941318,1770.0,107,1,0,0
8.0,0.0243889999999999,4.0,-17.117,0.139,2.1717639000000007e-05,0.0,0.1861694109999999,0.506,92.40899999999999,260531.2154580232,351401822.0,2549466.0,518080621.0,42859.0,108,1,0,0
2.0,0.128787625,2.0,-8.926,0.245,6.069845700000001e-05,0.0,0.0007863304669999,0.495,99.935,320267.0,155585471.0,1046356.0,327451076.0,22035.0,109,1,0,0
4.0,0.075151448,10.0,-13.364,0.499,0.0091293289999999,0.0,0.04902570289356611,0.563,130.47,226987.0,212066884.0,1317003.0,270271722.0,30299.0,110,1,0,0
4.0,0.2371766589999999,3.0,-7.834678466349456,0.0976,0.0016430319999999,0.0,0.1133799039999999,0.6679999999999999,80.02,326533.0,118440055.0,731399.0,164734842.0,16088.509026598693,111,1,0,0
7.0,0.24619265404835206,1.0,-7.9,0.13094759897169467,1.6430319999999996e-06,0.0,0.002628072,0.63,88.926,221467.0,45995920.0,353016.0,90239854.0,5942.0,112,1,0,0
6.0,0.128787625,1.0,-11.709000000000001,0.138,0.09172251035254378,0.0,0.012812903999999998,0.39899999999999997,89.95299999999999,260067.0,70572748.0,473024.0,126371223.0,9281.77890441916,113,1,0,0
2.0,0.047832147,10.0,-13.888,0.166,0.3444721009999999,3.18e-06,0.002744,0.5489999999999999,136.422,350533.0,25880121.0,234370.0852136652,69682284.0,4102.0,114,1,0,0
1.0,0.0837907260163015,7.0,-10.714,0.504,0.002048383,0.02677174746645953,0.001404928,0.519576306598799,173.273,213240.60595466444,4494.0,174.0,62682051.0,3418.0248361486265,115,1,0,0
9.0,0.420189749,2.0,-6.129,0.37,0.0009940119919999,3.74e-06,0.000586376253,0.65,94.899,333907.0,3207135.0,-5395.050183443935,52139842.0,1223.0,116,1,0,0
5.0,0.270840023,1.0,-9.465,0.0903,0.0068590000000000005,0.00877,6.9934528e-05,0.9309999999999999,116.57193572288384,280760.0,6835989.0,60342.0,11055106.363337055,1927.0,117,1,0,0
9.0,0.49116906899999996,7.0,-2.801,0.247,0.012399011139556104,2.4100000000000003e-05,3.3386248e-05,0.7814246713038316,125.071,182413.0,135227988.0,1114973.0,85119241.0,20713.0,118,1,0,0
8.0,0.5100823990000001,1.0,-4.1,0.156,-0.05923274400014317,0.128,0.014942624345963062,0.0815,138.19201608223668,213733.0,1144903863.0,10125701.0,486837929.0,400601.0,119,0,0,1
9.0,0.433798093,8.0,-5.341474699954338,0.23,2.7084002300000004e-07,0.0,0.0243889999999999,0.626,82.038,274387.0,100187216.53716505,637212.0,151540966.0,15449.0,120,0,0,1
8.0,0.382657176,2.0,-6.726,0.32299999999999995,0.047437928,1.88e-06,0.0017715609999999,0.57,150.061,235897.0,33429589.0,432912.0,93984506.0,5210.0,121,0,0,1
6.0,0.4941086214106575,2.0,-4.885246650470683,0.032,2.8619117900000004e-07,1.07e-05,0.0011248639999999,0.667,120.021,159820.0,12382082.188335955,176658.0,82327316.41479903,8849.0,122,0,0,1
8.0,0.4566917163605573,10.0,-5.777088960410897,0.22699999999999998,3.533932429999999e-07,0.00091,0.0498360319999999,0.21100000000000002,127.984,133125.0,2526998.0,22407.0,58705100.0,303.0,123,0,0,1
9.0,0.5744435132262391,10.0,-2.0180000000000002,0.27399999999999997,0.012649337,0.0,0.000128787625,0.642,99.976,250747.0,34373643.0,179827.64725317608,49656144.0,6218.0,124,1,0,0
6.0,0.5453385129999999,4.844056008907537,-5.576134262782984,0.188,-0.006808738429270378,0.0,0.06268955165249882,0.5182611820865074,123.266465770891,283040.0,1118781.0,17687.0,79133174.0,14441.273508140705,125,0,1,0
9.0,0.907039232,1.0,-3.278,0.157,2.9242070000000007e-06,0.0025,0.000964430272,0.7979999999999999,103.005,226107.0,22665050.0,159374.0,57672736.0,3175.0,126,0,0,1
9.0,0.697864103,1.0,-3.083,0.285,4.03583419e-07,0.0013180626218570052,0.052734375,0.8140000000000001,149.95600000000002,281080.0,148825368.0,913055.2530240023,11783832.0,11749.0,127,0,0,1
0.0,0.1871492479999999,1.0,-7.818,0.06607834911080601,0.26337472100000003,0.0,0.008,0.285,77.986,237467.0,129107.0,973.0,169769959.0,107.0,128,0,0,1
4.0,0.24586532393919128,5.2713835836246705,-6.457000000000001,0.0284,0.05951470912412281,0.0,0.0233936559999999,0.685,143.924,284467.0,344790169.0,1213946.0,185457245.0,34345.0,129,1,0,0
4.0,0.24568534474908094,7.0,-6.143,0.0279,0.0008875036810000001,0.026435008602254683,0.002146689,0.261,133.906,281027.0,382555979.0,1352278.0,141498115.0,42242.0,130,1,0,0
6.0,0.7338708080000002,6.0,-4.269,0.0407,0.001404928,0.0,0.03160169205308124,0.6300895456238893,125.3896874995675,225987.0,136892735.4826218,677360.0,181228175.0,22289.971817117876,131,1,0,0
6.0,0.8682506639999998,0.0,-3.354676427872099,0.0607,6.128487e-06,0.0,0.015438249,0.7959999999999999,124.961,205920.0,154804639.0,738986.0,134391079.0,25018.0,132,1,0,0
3.0,0.264609288,10.0,-6.872999999999999,0.0272,0.006751269,0.0,0.010793861,0.49200000000000005,140.264,288947.0,172409230.0,781700.5659152507,73913009.0,19287.0,133,1,0,0
4.0,0.2325478607055188,1.0,-7.939,0.0309,6.751268999999999e-06,1.7800000000000002e-05,0.007077888,0.491,139.95600000000002,285067.0,221552390.0,714967.0,126878363.0,22191.0,134,1,0,0
0.0,0.10900230284909498,0.0,-14.14,0.0314,0.24217078603937675,2.94e-06,0.000697864103,0.6527645185436707,103.821,217227.0,25942458.0,-206092.70040918293,53928512.0,0.0,135,0,1,0
2.0,0.40705617751969625,5.3295240315036985,-7.441,0.11468021436036292,0.000416832723,0.0,0.05753439931358437,0.654,149.855,263667.0,47348880.60070567,236820.0,70993793.0,5001.0,136,1,0,0
0.0,0.053157376,1.0,-9.40272444868177,0.0313,0.094196375,0.0,0.001442897,0.255,97.311,173560.0,51401926.1883046,77997.29431421042,32610775.0,5034.0,137,1,0,0
4.0,0.3518958159999999,0.0,-9.665,0.0379,0.047437928,0.0,0.004096,0.8190000000000001,114.2979011056924,148160.0,154325789.0,750611.0,166829226.0,18063.0,138,1,0,0
